DateTime,AddedIPs,RemovedIPs
1512603670,0,1
1512690760,0,4
1512777878,0,5
1513039221,9,1
1513301574,0,1
1513476145,1,0
1513824688,0,1
1514434849,0,1
1514697050,1,0
1515962850,1,0
1516050092,0,1
1516311907,1,0
1516660373,1,0
1516835037,1,0
1517183555,1,0
1517270924,0,1
1518491315,0,1
1518840277,0,1
1519101743,0,4
1519624364,1,0
1520496757,1,1
1520583878,1,0
1521019963,1,0
1521107200,1,0
1522110136,1,0
1522284276,0,2
1522807720,0,1
1523200829,0,1
1523680190,0,3
1524072944,0,0
1524247489,0,6
1524334610,1,0
1524770267,0,1
1525991072,0,1
1526353304,21,0
1527138287,1,0
1527225408,1,1
1527312665,0,0
1527400180,0,0
1527487420,0,1
1527836198,0,0
1527923320,0,0
1528097578,0,1
1528271771,0,0
1528358920,0,1
1528446025,0,2
1528794516,0,2
1529055874,1,0
1529578594,0,4
1529753069,0,1
1529840181,0,1
1529927297,1,0
1530058113,5,0
1530319476,0,1
1530493746,1,0
1530929319,1,0
1531190691,1,0
1531539169,10115,0
1531887873,0,8785
1531974986,1,12
1532062110,1,51
1532149291,0,25
1532236607,1,24
1532323701,3,25
1532410828,3,18
1532498018,41,20
1532585074,48,12
1532672207,34,8
1532759304,36,39
1532846439,39,19
1532933802,17,24
1533021273,3,33
1533108764,11,13
1533196123,12,9
1533283231,1,17
1533370336,2,37
1533457479,2,79
1533544608,4,60
1533631711,21,56
1533718975,32,46
1533806199,18,42
1533893301,2,4
1533980414,0,5
1534067533,2,4
1534154663,1,5
1534241775,24,2
1534329164,35,5
1534416277,32,5
1534503807,22,0
1534590983,22,2
1534678393,33,0
1534765555,32,0
1534852600,26,1
1534939715,25,1
1535026841,16,7
1535113962,21,28
1535201193,19,20
1535288559,23,22
1535375722,27,30
1535463170,18,16
1535550255,6,19
1535637439,8,8
1535724763,11,5
1535811887,8,7
1535899250,8,2
1535986355,0,1
1536073729,2,1
1536160830,74,5
1536248210,56,11
1536335297,31,9
1536422495,25,6
1536509801,21,0
1536596937,10,1
1536684012,6,1
1536771159,6,1
1536858318,10,2
1536945390,9,5
1537032748,3,0
1537119877,6,20
1537206970,2,10
1537294358,2,7
1537381460,3,10
1537468839,4,5
1537555962,0,6
1537643055,2,2
1537730205,1,0
1537817303,3,4
1537904423,2,10
1537991809,2,1
1538078935,1,14
1538166276,1,1
1538253398,0,1
1538340506,1,5
1538427884,0,1
1538514997,0,141
1538602091,1,0
1538689236,1,2
1538776607,3,19
1538863728,2,16
1538950822,2,10
1539037939,2,12
1539125087,3,14
1539212180,1,18
1539299307,2,8
1539386441,2,14
1539473576,3,17
1539560687,1,24
1539647781,3,36
1539734936,0,51
1539822034,1,47
1539909148,2,112
1539996521,0,195
1540083884,8,172
1540170993,5,47
1540258365,3,147
1540345508,2,30
1540432895,2,21
