DateTime,AddedIPs,RemovedIPs
1538385416,1,0
1538391167,1,0
1538395317,1,0
1538401013,1,0
1538404842,0,1
1538406774,1,0
1538424122,0,1
1538425964,9,0
1538431957,0,1
1538441557,1,0
1538445393,0,1
1538449749,1,0
1538459547,1,0
1538461496,1,1
1538467313,2,1
1538483092,0,1
1538485001,1,0
1538492733,1,0
1538494615,0,1
1538509953,2,0
1538511866,1,2
1538514099,8,0
1538515953,3,0
1538517883,1,1
1538521741,0,11
1538527473,0,1
1538537080,0,1
1538540915,1,0
1538547204,0,1
1538549088,1,1
1538551002,1,0
1538552925,1,0
1538554843,0,2
1538562510,1,0
1538568352,2,0
1538574297,1,0
1538578110,1,0
1538580040,1,0
1538581965,0,1
1538593539,2,0
1538595384,0,1
1538597319,1,1
1538599482,2,1
1538601413,0,10
1538603312,1,1
1538610992,1,0
1538612918,2,0
1538618918,1,0
1538626600,1,0
1538632334,1,1
1538636208,0,1
1538638121,1,0
1538640090,1,0
1538641967,0,1
1538649656,1,1
1538653483,0,1
1538655675,2,1
1538657554,1,0
1538659484,0,1
1538663299,0,2
1538665306,0,1
1538678698,0,2
1538684455,0,1
1538686359,0,2
1538688281,2,0
1538690201,1,1
1538692124,1,0
1538695957,1,0
1538697938,1,1
1538699781,2,2
1538703880,2,0
1538707762,1,0
1538711558,1,0
1538713524,0,1
1538717326,0,1
1538723121,3,0
1538724977,1,1
1538726935,1,1
1538734842,1,1
1538740598,0,1
1538742530,0,1
1538744508,1,1
1538746360,1,0
1538748331,2,0
1538756201,0,1
1538764245,2,0
1538766111,1,0
1538773712,1,0
1538775653,1,3
1538779471,0,1
1538781403,0,1
1538785244,0,2
1538787177,0,1
1538789142,0,1
1538791032,0,1
1538794908,1,1
1538798680,0,1
1538808774,1,3
1538810676,1,1
1538812613,0,1
1538814512,1,0
1538816506,0,1
1538820313,0,1
1538829886,0,1
1538831793,0,1
1538833970,1,1
1538835884,0,1
1538837801,1,0
1538841691,2,0
1538847385,1,0
1538849361,3,0
1538851236,0,2
1538853162,0,1
1538858905,1,1
1538860844,0,1
1538862751,0,1
1538866595,1,0
1538868511,1,0
1538872365,1,0
1538878608,1,0
1538880521,1,1
1538890112,1,0
1538892185,1,0
1538894442,0,1
1538896379,0,1
1538902138,1,1
1538909786,1,0
1538921308,0,1
1538923226,0,1
1538925140,1,1
1538927064,0,2
1538932832,1,0
1538935504,0,2
1538937397,1,2
1538939321,1,0
1538945080,2,0
1538954663,0,1
1538966180,0,2
1538968129,1,0
1538975814,0,1
1538977730,0,1
1538983720,1,0
1538987543,1,0
1538989463,1,0
1538993553,2,0
1538995486,0,1
1539001245,1,0
1539012989,0,1
1539014966,1,0
1539018746,2,0
1539024529,0,1
1539032894,1,7
1539038684,1,0
1539044454,3,0
1539054128,0,1
1539055974,1,0
1539059816,0,1
1539069637,0,1
1539073773,0,1
1539075887,2,1
1539078043,1,0
1539079962,0,2
1539087638,0,1
1539089562,1,0
1539101558,0,1
1539105396,1,1
1539109258,1,1
1539111153,1,0
1539118895,0,1
1539122686,1,0
1539124597,0,1
1539130371,0,1
1539132274,1,2
1539134191,1,0
1539141873,0,1
1539145725,2,0
1539151494,1,0
1539157264,3,0
1539161073,1,1
1539163022,0,2
1539166855,1,0
1539174535,1,0
1539178378,1,0
1539190587,1,1
1539196383,0,1
1539198273,1,1
1539202130,1,0
1539204031,1,0
1539205979,3,0
1539207871,1,0
1539209792,1,1
1539217484,1,0
1539219686,0,1
1539221593,1,1
1539231153,0,2
1539237041,0,1
1539238842,3,0
1539242694,0,2
1539244588,2,0
1539246525,1,1
1539252275,0,1
1539262111,0,1
1539264049,0,1
1539266167,2,1
1539268100,2,0
1539270106,2,0
1539273927,1,0
1539277722,0,1
1539279630,1,0
1539281576,1,0
1539285395,0,1
1539287326,0,1
1539289227,1,0
1539291162,1,2
1539293084,0,2
1539294979,1,1
1539296923,1,1
1539300769,1,0
1539304594,0,1
1539306533,0,1
1539312288,1,0
1539318049,1,0
1539325721,0,2
1539327695,2,1
1539329568,2,1
1539331739,1,2
1539335567,1,0
1539345396,1,0
1539351416,1,1
1539353440,0,1
1539355498,3,2
1539357403,1,2
1539359312,0,1
1539361249,1,0
1539363167,1,0
1539365080,0,1
1539368915,1,1
1539374719,2,0
1539376595,0,2
1539382370,0,1
1539384805,1,1
1539386943,1,1
1539390789,1,0
1539394609,4,0
1539398454,0,1
1539400355,1,0
1539404197,1,1
1539413815,0,2
1539415699,0,1
1539419577,0,1
1539421476,1,1
1539423380,2,0
1539425334,1,0
1539431088,0,1
1539434912,1,0
1539438769,0,1
1539440786,0,1
1539442589,0,2
1539444772,0,1
1539446692,1,0
1539448613,1,2
1539454367,1,1
1539460135,0,1
1539471712,0,1
1539473594,0,1
1539477426,0,1
1539479348,0,1
1539481251,2,2
1539487048,0,1
1539488903,0,1
1539492755,2,0
1539500510,4,0
1539502370,0,1
1539508348,0,1
1539510290,0,3
1539512222,1,0
1539519903,1,0
1539521804,0,1
1539531410,2,0
1539533356,1,1
1539535252,1,1
1539539096,1,0
1539541022,1,1
1539542927,1,1
1539544850,1,0
1539550603,1,0
1539560717,1,0
1539566446,0,1
1539568398,0,1
1539570406,1,0
1539579900,0,2
1539583735,4,0
1539587556,0,4
1539591561,3,0
1539597394,0,1
1539599316,1,0
1539601306,1,0
1539605138,1,1
1539618762,0,3
1539622624,0,1
1539624526,0,1
1539626489,2,1
1539630533,2,2
1539636307,0,1
1539638188,1,0
1539640118,1,0
1539642271,1,0
1539648036,0,1
1539661481,1,0
1539669150,0,4
1539676901,0,1
1539681160,1,0
1539684989,0,1
1539686920,0,2
1539688830,1,0
1539698486,0,1
1539704426,1,0
1539712885,0,2
1539716727,1,2
1539724610,3,0
1539726499,0,1
1539728418,1,0
1539730600,0,1
1539732499,1,0
1539757497,1,0
1539766348,1,0
1539768266,0,1
1539772102,1,0
1539777889,1,1
1539779796,2,0
1539781727,3,0
1539783620,1,0
1539789514,0,1
1539802102,0,1
1539804022,1,0
1539805949,2,0
1539807861,1,3
1539810095,1,3
1539817734,1,0
1539819637,0,2
1539821570,1,0
1539823467,1,0
1539825560,1,0
1539833300,2,0
1539839072,1,0
1539845094,1,1
1539852771,0,1
1539858514,1,1
1539864308,0,1
1539866202,2,1
1539868126,0,2
1539870034,0,1
1539871963,2,0
1539877714,0,1
1539885387,1,0
1539889512,1,0
1539891388,0,2
1539893316,1,0
1539895222,0,1
1539897172,1,2
1539901004,3,0
1539904854,0,1
1539908694,0,1
1539910589,0,2
1539916376,0,1
1539920182,0,2
1539925976,0,1
1539931732,1,1
1539943290,0,1
1539945157,1,0
1539951403,2,1
1539953318,1,1
1539957180,0,1
1539959079,1,1
1539965142,1,0
1539968900,1,0
1539971066,0,1
1539974921,2,0
1539978746,1,1
1539982593,0,1
1539984516,1,0
1539986545,0,2
1539988363,1,0
1539990304,1,0
1539992204,1,1
1539997958,1,0
1539999900,2,0
1540001799,1,0
1540009486,1,0
1540017198,2,1
1540024855,1,0
1540032512,0,1
1540038283,0,2
1540042122,1,0
1540044096,0,1
1540045964,1,1
1540047889,1,0
1540049810,0,1
